time,best_bid,best_offer,bid_quote_size,offer_quote_size,cbrt_price,sqrt_price,weighted_price,square_price,midpoint_price,update_type,order_id,side,update_price,quantity,trader_id
19947946,0,0,0,0,-nan,-nan,-nan,-nan,0,ORDER,6304147982743044356,1,99.72,8041
3193127384,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,ORDER,1869324541955682001,1,99.69,8324
3193147406,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,ORDER,10706611782774278516,0,100.21,7363
3193155163,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,ORDER,10072234406064211390,0,100.18,6233
3193162973,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,CANCEL,12053226613112792296,0,0,0
3193170233,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,ORDER,15344065366269293905,1,99.71,4542
3193177873,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,CANCEL,14953221133358894683,0,0,0
3193185067,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,ORDER,12917402058169965453,0,100.16,4423
3193192693,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,CANCEL,2197976119520062672,0,0,0
3193199943,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,CANCEL,13234299236415523413,0,0,0
3193207105,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,CANCEL,5901384873150828634,0,0,0
3193214191,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,CANCEL,1190898736065547584,0,0,0
3193221328,99.77,99.91,65,29250,99.8935,99.9037,99.9097,99.91,99.84,ORDER,6800842063900708860,1,99.77,1500
3193228947,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,ORDER,2837805132552781929,0,100.2,6387
3193236622,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,ORDER,7914180729849054611,1,99.72,6845
3193244347,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,ORDER,1367123825601162828,1,99.73,5821
3193251945,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,ORDER,14761068143074384400,0,100.19,5400
3193259550,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,CANCEL,10790588684716966270,0,0,0
3193266667,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,CANCEL,16075085979263326679,0,0,0
3193273790,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,CANCEL,16760576676440194575,0,0,0
3193289527,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,CANCEL,17639069333390446147,0,0,0
3193296930,99.77,99.91,1565,29250,99.8724,99.884,99.9029,99.9096,99.84,ORDER,1119094110756687271,1,99.79,493
3193304505,99.79,99.91,493,29250,99.8873,99.8963,99.908,99.91,99.85,ORDER,5681148523659418723,1,99.8,523
3193312299,99.8,99.91,523,29250,99.8868,99.8975,99.9081,99.91,99.855,ORDER,16240303859982712324,0,100.1,450
3193320337,99.8,99.91,523,29250,99.8868,99.8975,99.9081,99.91,99.855,ORDER,11419566259176089514,0,100.09,404
3193328228,99.8,99.91,523,29250,99.8868,99.8975,99.9081,99.91,99.855,ORDER,16796028563791135612,1,99.78,1046
3193336055,99.8,99.91,523,29250,99.8868,99.8975,99.9081,99.91,99.855,ORDER,2971117103924001177,1,99.82,649
3193343940,99.82,99.91,649,29250,99.8911,99.8985,99.908,99.91,99.865,ORDER,37022772048773921,0,100.11,314
3193352022,99.82,99.91,649,29250,99.8911,99.8985,99.908,99.91,99.865,ORDER,17969552233650111400,0,100.07,514
3193359751,99.82,99.91,649,29250,99.8911,99.8985,99.908,99.91,99.865,ORDER,9614282082608089511,0,100.12,1055
3193367499,99.82,99.91,649,29250,99.8911,99.8985,99.908,99.91,99.865,ORDER,564592463890475608,1,99.81,550
3193375186,99.82,99.91,649,29250,99.8911,99.8985,99.908,99.91,99.865,ORDER,11253780357476368292,0,100.08,491
3193382794,99.82,99.91,649,29250,99.8911,99.8985,99.908,99.91,99.865,ORDER,15375011462720595689,1,99.83,404
3193390576,99.83,99.91,404,29250,99.8949,99.9016,99.9089,99.91,99.87,TRADE,15683220308241085500,0,99.83,192
3211936937,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,11419566259176089514,0,0,0
3211950616,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,646579929089106081,0,0,0
3211958212,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,12087248728531421602,1,99.7,3326
3211966413,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,17969552233650111400,0,0,0
3211973696,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,17466074839030175879,0,0,0
3211981000,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,2900673530412147742,0,0,0
3211988535,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,731193706894024080,0,100.14,536
3211996257,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,1119094110756687271,0,0,0
3212003445,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,1367123825601162828,0,0,0
3212010556,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,9123848296543039828,0,0,0
3212017734,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,6704136136234623076,1,99.73,1685
3212025283,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,18112298200104057517,0,0,0
3212032450,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,6422493484304443583,0,0,0
3212039576,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,13479207817829446350,1,99.75,524
3212047125,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,16165555180286745118,0,0,0
3212054395,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,9151508865606698136,0,0,0
3212061584,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,5815176802818754434,0,100.15,1053
3212069224,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,14761068143074384400,0,0,0
3212076380,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,18193474558493020856,0,0,0
3212085743,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,9454852705915195228,0,0,0
3212092952,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,16056829706533088674,0,100.19,4234
3212100528,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,5681148523659418723,0,0,0
3212107683,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,7914180729849054611,0,0,0
3212114833,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,13304194769619161242,0,0,0
3212121887,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,12478781174339767892,1,99.72,2387
3212133551,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,15344065366269293905,0,0,0
3212140819,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,16951616572618799725,0,0,0
3212147893,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,13676202873722681379,1,99.71,4356
3212155510,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,7490503678740643775,0,100.11,346
3212163162,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,16796028563791135612,0,0,0
3212170323,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,11101195637999976497,1,99.78,519
3212177884,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,2971117103924001177,0,0,0
3212195139,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,2837805132552781929,0,0,0
3212202283,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,12046453168048029889,0,0,0
3212209409,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,6054298059882465320,0,0,0
3212216560,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,ORDER,6385668911502876523,0,100.2,5895
3212224205,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,11253780357476368292,0,0,0
3212231277,99.83,99.91,212,29250,99.8986,99.9039,99.9094,99.91,99.87,CANCEL,15375011462720595689,0,0,0
3212238410,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,10072234406064211390,0,0,0
3212245562,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,3611146558344640837,0,0,0
3212252653,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,13196468517872182943,0,0,0
3212259726,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,ORDER,15931168658436310021,0,100.18,4444
3212267279,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,6800842063900708860,0,0,0
3212274319,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,5561990488097172684,0,0,0
3212281398,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,ORDER,14774759386310994458,1,99.77,576
3212289037,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,12917402058169965453,0,0,0
3212296103,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,1117381250113929687,0,0,0
3212303189,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,ORDER,14661200729724788841,0,100.16,2561
3212310769,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,9614282082608089511,0,0,0
3212317799,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,ORDER,17745431099005351404,0,100.12,610
3212325409,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,4210242894513550884,0,0,0
3212344138,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,18395535291477323000,0,0,0
3212350970,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,ORDER,6492973971844309336,0,100.13,476
3212358212,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,1869324541955682001,0,0,0
3212365059,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,4850486771639567565,0,0,0
3212371849,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,ORDER,12239505916256483921,1,99.69,5702
3212379250,99.81,99.91,550,29250,99.8889,99.8981,99.9082,99.91,99.86,CANCEL,564592463890475608,0,0,0
3212386030,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,CANCEL,13617293567650529920,0,0,0
3212393193,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,CANCEL,18195890560316586939,0,0,0
3212400155,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,4343962999391980432,1,99.74,412
3212407655,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,CANCEL,10268280575382125081,0,0,0
3212414538,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,CANCEL,764107412168718160,0,0,0
3212421465,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,529007282244475981,1,99.76,629
3212441492,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,998900513981570020,1,99.65,7884
3212451161,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,13687409712031698698,1,99.66,8565
3212458343,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,17804133756999313614,1,99.68,8644
3212465378,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,5435745490377580436,1,99.67,6516
3212472278,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,2763322483887656968,0,100.22,10163
3212479202,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,13809427332630628210,0,100.24,13826
3212486057,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,16885364835115646507,1,99.64,8949
3212492881,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,ORDER,1413009479001195093,0,100.23,11028
3212499709,99.78,99.91,519,29250,99.8826,99.8952,99.9077,99.91,99.845,CANCEL,14239033106704654547,0,0,0
3212506242,99.78,100.1,519,450,99.9293,99.9363,99.9286,99.9173,99.94,ORDER,3297612556225823381,0,99.85,29250
3235936088,99.78,99.85,519,29250,99.8353,99.842,99.8488,99.85,99.815,TRADE,18159566428203394272,0,99.78,184
3275936683,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,CANCEL,5815176802818754434,0,0,0
3275963408,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,ORDER,2728389655099629338,0,100.15,565
3275972408,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,CANCEL,13676202873722681379,0,0,0
3275980119,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,ORDER,2938866725642256965,1,99.71,2307
3275988441,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,CANCEL,6569056571919819366,0,0,0
3275995881,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,CANCEL,14347804336787093703,0,0,0
3276003092,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,CANCEL,3755484754346554919,0,0,0
3276010650,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,ORDER,17275734014151669849,0,100.17,2164
3276018389,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,CANCEL,1413009479001195093,0,0,0
3276025771,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,ORDER,12777215143459426186,0,100.23,6343
3276033620,99.78,99.85,335,29250,99.8383,99.8433,99.8492,99.85,99.815,CANCEL,11101195637999976497,0,0,0
3276040748,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,CANCEL,12478781174339767892,0,0,0
3276048085,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,ORDER,9232280640957920392,1,99.72,1510
3276055802,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,CANCEL,6704136136234623076,0,0,0
3276062887,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,ORDER,7777945960534853290,1,99.73,363
3276070637,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,CANCEL,16240303859982712324,0,0,0
3276077764,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,CANCEL,13809427332630628210,0,0,0
3276084924,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,ORDER,4200931402643587544,0,100.24,7711
3276092502,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,ORDER,14989673376782681036,1,99.63,11083
3276100203,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,ORDER,3718679587922886983,0,100.25,11751
3276107881,99.77,99.85,576,29250,99.8332,99.8402,99.8485,99.85,99.81,TRADE,15570599234576054828,1,99.85,190
3276115444,99.77,99.85,576,29060,99.8332,99.8401,99.8484,99.85,99.81,TRADE,9401952371966612930,1,99.85,185
3306316393,99.77,99.85,576,28875,99.8332,99.8401,99.8484,99.85,99.81,CANCEL,3297612556225823381,0,0,0
3306333285,99.77,100.11,576,660,99.94,99.9435,99.9516,99.963,99.94,TRADE,16975901258520099696,0,99.77,576
3306341207,99.76,100.11,629,660,99.935,99.935,99.9392,99.9434,99.935,TRADE,16975901258520099696,0,99.76,629
3306348135,99.75,100.11,524,660,99.93,99.9415,99.9507,99.9708,99.93,TRADE,16975901258520099696,0,99.75,524
3306354775,99.74,100.11,412,660,99.9373,99.9456,99.9678,100.006,99.925,ORDER,16975901258520099696,0,99.75,27521
3306362049,99.74,99.75,412,27521,99.7481,99.7489,99.7499,99.75,99.745,TRADE,5639669613478446359,1,99.75,207
3331940901,99.74,99.75,412,27314,99.7481,99.7489,99.7499,99.75,99.745,CANCEL,16975901258520099696,0,0,0
3347935926,99.74,100.11,412,660,99.9373,99.9456,99.9678,100.006,99.925,TRADE,18308737087871536464,0,99.74,412
3347949751,99.73,100.11,363,660,99.9327,99.9459,99.9752,100.022,99.92,ORDER,18308737087871536464,0,99.74,26527
3347958306,99.73,99.74,363,26527,99.7381,99.739,99.7399,99.74,99.735,CANCEL,18308737087871536464,0,0,0
3347966098,99.73,100.11,363,660,99.9327,99.9459,99.9752,100.022,99.92,TRADE,15680762541254794154,0,99.73,363
3347973679,99.72,100.11,1510,660,99.8842,99.8748,99.8386,99.7826,99.915,TRADE,15680762541254794154,0,99.72,1510
3347994130,99.71,100.11,2307,660,99.8624,99.847,99.799,99.7403,99.91,TRADE,15680762541254794154,0,99.71,2307
3348001946,99.7,100.11,3326,660,99.8491,99.825,99.7679,99.7155,99.905,ORDER,15680762541254794154,0,99.71,22759
3348021608,99.7,99.71,3326,22759,99.7067,99.7072,99.7087,99.7098,99.705,ORDER,343199262597409992,0,100.15,5180
3348029183,99.7,99.71,3326,22759,99.7067,99.7072,99.7087,99.7098,99.705,CANCEL,2763322483887656968,0,0,0
3348036347,99.7,99.71,3326,22759,99.7067,99.7072,99.7087,99.7098,99.705,ORDER,13272341733211802146,0,100.14,4246
3348043662,99.7,99.71,3326,22759,99.7067,99.7072,99.7087,99.7098,99.705,CANCEL,10706611782774278516,0,0,0
3348050554,99.7,99.71,3326,22759,99.7067,99.7072,99.7087,99.7098,99.705,CANCEL,6467946323717247717,0,0,0
3348057673,99.7,99.71,3326,22759,99.7067,99.7072,99.7087,99.7098,99.705,CANCEL,1455346299595151784,0,0,0
3348064540,99.7,99.71,3326,22759,99.7067,99.7072,99.7087,99.7098,99.705,ORDER,1661008060953132535,0,100.18,4810
3348071785,99.7,99.71,3326,22759,99.7067,99.7072,99.7087,99.7098,99.705,TRADE,5555567970724031662,1,99.71,1218
3348078865,99.7,99.71,3326,21541,99.7066,99.7072,99.7087,99.7098,99.705,CANCEL,4200931402643587544,0,0,0
3348085695,99.7,99.71,3326,21541,99.7066,99.7072,99.7087,99.7098,99.705,CANCEL,12777215143459426186,0,0,0
3348092472,99.7,99.71,3326,21541,99.7066,99.7072,99.7087,99.7098,99.705,CANCEL,3718679587922886983,0,0,0
3348099290,99.7,99.71,3326,21541,99.7066,99.7072,99.7087,99.7098,99.705,TRADE,762606063673040922,1,99.71,904
3348106272,99.7,99.71,3326,20637,99.7066,99.7071,99.7086,99.7097,99.705,CANCEL,14989673376782681036,0,0,0
3348113048,99.7,99.71,3326,20637,99.7066,99.7071,99.7086,99.7097,99.705,TRADE,10199768265804818484,1,99.71,1496
3348120013,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,ORDER,2750548796272195840,1,99.67,4477
3348139288,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,ORDER,898882006047600984,1,99.65,4724
3348146830,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,ORDER,12195898425629847542,0,100.17,7235
3348165524,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,ORDER,3993209865894362919,0,100.12,2004
3348172781,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,ORDER,9373189114832460397,0,100.13,3457
3348180088,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,ORDER,1782777877985858929,0,100.19,5295
3348187281,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,ORDER,2967626771882780416,0,100.16,3190
3348206194,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,ORDER,10813885196339656826,0,100.11,944
3348213849,99.7,99.71,3326,19141,99.7065,99.7071,99.7085,99.7097,99.705,TRADE,9591888800521004536,1,99.71,474
3348221099,99.7,99.71,3326,18667,99.7065,99.707,99.7085,99.7097,99.705,TRADE,16799166815270990760,1,99.71,486
3348228428,99.7,99.71,3326,18181,99.7065,99.707,99.7085,99.7097,99.705,ORDER,14102435227699836629,0,100.1,541
3348236056,99.7,99.71,3326,18181,99.7065,99.707,99.7085,99.7097,99.705,ORDER,8886786561613072606,0,100.09,434
3348243468,99.7,99.71,3326,18181,99.7065,99.707,99.7085,99.7097,99.705,ORDER,17352491149476869929,0,100.08,474
3348250968,99.7,99.71,3326,18181,99.7065,99.707,99.7085,99.7097,99.705,ORDER,11217132125494766328,0,100.06,456
3348258357,99.7,99.71,3326,18181,99.7065,99.707,99.7085,99.7097,99.705,ORDER,10402404796484355492,0,100.07,578
3348265723,99.7,99.71,3326,18181,99.7065,99.707,99.7085,99.7097,99.705,TRADE,17870419867915526505,1,99.71,462
3348279458,99.7,99.71,3326,17719,99.7065,99.707,99.7084,99.7097,99.705,TRADE,14763002164373302131,1,99.71,593
3391936087,99.7,99.71,3326,17126,99.7064,99.707,99.7084,99.7096,99.705,CANCEL,16885364835115646507,0,0,0
3391958752,99.7,99.71,3326,17126,99.7064,99.707,99.7084,99.7096,99.705,ORDER,12626957885718207588,1,99.64,484
3391966437,99.7,99.71,3326,17126,99.7064,99.707,99.7084,99.7096,99.705,CANCEL,12087248728531421602,0,0,0
3391973084,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,6385668911502876523,0,0,0
3391979829,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,13687409712031698698,0,0,0
3391986461,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,ORDER,11228560128452117617,1,99.66,545
3391993319,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,14661200729724788841,0,0,0
3391999791,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,2967626771882780416,0,0,0
3392006225,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,12195898425629847542,0,0,0
3392012930,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,17275734014151669849,0,0,0
3392019360,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,1782777877985858929,0,0,0
3392025759,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,16056829706533088674,0,0,0
3392032047,99.69,99.71,5702,17126,99.7019,99.7027,99.705,99.708,99.7,CANCEL,12239505916256483921,0,0,0
3392050376,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,3993209865894362919,0,0,0
3392057389,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,17745431099005351404,0,0,0
3392064280,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,9373189114832460397,0,0,0
3392071391,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,6492973971844309336,0,0,0
3392080964,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,10813885196339656826,0,0,0
3392087889,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,7490503678740643775,0,0,0
3392094698,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,37022772048773921,0,0,0
3392101641,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,ORDER,17477831399578282308,0,100.07,6079
3392109299,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,ORDER,209701058222375222,0,100.08,7572
3392116804,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,1661008060953132535,0,0,0
3392123803,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,15931168658436310021,0,0,0
3392130922,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,ORDER,594537500567146646,0,100.09,8438
3392138370,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,343199262597409992,0,0,0
3392145263,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,2728389655099629338,0,0,0
3392152219,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,ORDER,17949673737537528395,0,100.1,8765
3392159826,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,898882006047600984,0,0,0
3392166829,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,998900513981570020,0,0,0
3392174153,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,ORDER,3201206203464953121,1,99.65,472
3392181608,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,2750548796272195840,0,0,0
3392188517,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,5435745490377580436,0,0,0
3392195398,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,ORDER,15593294278023818702,1,99.67,512
3392202654,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,13272341733211802146,0,0,0
3392209539,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,731193706894024080,0,0,0
3392216379,99.68,99.71,8644,17126,99.6967,99.6976,99.6999,99.7039,99.695,CANCEL,17804133756999313614,0,0,0
3392227968,99.67,99.71,512,17126,99.7003,99.7042,99.7088,99.71,99.69,ORDER,749633002571056409,1,99.68,428
3392235568,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,6034929665765065105,0,100.06,6103
3392242918,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,16175848716303288023,1,99.57,5333
3392250387,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,9331158690057364313,1,99.55,10185
3392257763,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,6349963366686373851,1,99.58,6481
3392265086,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,1680990334392814710,1,99.54,14056
3392272385,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,9028943825295044792,1,99.59,4502
3392279677,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,414766893514813943,1,99.63,1556
3392287054,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,11129826022924462734,0,100,435
3392294476,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,5215590964093447196,0,99.99,529
3392301938,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,8264798879240177793,0,99.98,497
3392322032,99.68,99.71,428,17126,99.7034,99.706,99.7093,99.71,99.695,ORDER,17808457183522702190,0,99.96,514
